Altnernative codes,BLEED_code,Collection_no,Gene Bank Accession,Genus,HTS Queue,ID confirmed,Identified by,Isolated,Material left,NHM,note,Paper,Preservation,Recieved in Oslo,Scraped,SEM info,Sent by,Sequences Recieved,Species,Bock2018::Author,Bock2018::Full,Sample.Location.Date::Coll_date,Sample.Location.Date::Collection_no,Sample.Location.Date::Collector,Sample.Location.Date::Country,Sample.Location.Date::Cruise details,Sample.Location.Date::Day,Sample.Location.Date::Depth 1,Sample.Location.Date::Depth 2,Sample.Location.Date::Location details,Sample.Location.Date::Month,Sample.Location.Date::Place,Sample.Location.Date::Standardized Lat,Sample.Location.Date::Standardized Long,Sample.Location.Date::Station_id,Sample.Location.Date::Year,Worms::Family,Worms::Order
SRDY01,206,CA1,,Calloporina,,,SRDY,04.07.2018 (LT),,,Qubit: 17.8,,100% ethanol,3.6.2014,9.4.2018 (RJSO),"LHL.125, LHL,126
MHR.245.BLEED.206	
MHR.246.BLEED.206	
MHR.275.BLEED.206
MHR.276.BLEED.206",Seabourne Rust,,angustipora,"(Hincks, 1885)","Calloporina angustipora (Hincks, 1885)",22/03/2009,CA1,A. M. Smith,NZ,,22,100,,,3,,-52.48,169.3,,2009,Microporellidae,Cheilostomatida
,,,,,,,,,,,,,,,,,,,,"(Hincks, 1885)","Calloporina diadema angustipora (Hincks, 1885)",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"(Hincks, 1885)","Calloporina angustipora (Hincks, 1885)",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"(Hincks, 1885)","Calloporina diadema angustipora (Hincks, 1885)",,,,,,,,,,,,,,,,,
SRDY07,207,CA3,,Microporella,,,SRDY,,,,,,100% ethanol,3.6.2014,,,Seabourne Rust,,agonistes,"Gordon, 1984","MICROPORELLA AGONISTES Gordon, 1984",22/03/2009,CA3,A. M. Smith,NZ,,22,143,,,3,,-52.62,169.32,,2009,Microporellidae,Cheilostomatida
SRDY74,208,SS01,,Celleporina,,,SRDY,04.07.2018 (LT),,,Qubit: 0.237,,100% ethanol,3.6.2014,9.4.2018 (RJSO),"MHR.087.BLEED.208
MHR.088.BLEED.208
MHR.117.BLEED.208
MHR.118.BLEED.208",Seabourne Rust,,grandis,"Gordon, 1989","CELLEPORINA GRANDIS Gordon, 1989",11/30/2011,SS01,A. M. Smith,NZ,,30,47,,,11,,-46.985,168.235,,2011,Celleporidae,Cheilostomatida
SRDY42,209,OS21,,Microporella,,,SRDY,,,,in SR spreadsheet this is Fenestrulina from  OS 06 here is from Emily database wrongly labeled as SRDY21,,100% ethanol,3.6.2014,,,Seabourne Rust,,agonistes,"Gordon, 1984","MICROPORELLA AGONISTES Gordon, 1984",26/01/2010,OS21,A. M. Smith,NZ,,26,162,,,1,Otago Shelf,-47.74,167.41,,2010,Microporellidae,Cheilostomatida
SRDY44,210,OS24,,Microporella,,,SRDY,,,,,,100% ethanol,3.6.2014,,,Seabourne Rust,,agonistes,"Gordon, 1984","MICROPORELLA AGONISTES Gordon, 1984",26/01/2010,OS24,A. M. Smith,NZ,,26,162,,,1,Otago Shelf,-47.72,167.57,,2010,Microporellidae,Cheilostomatida
SRDY49,211,OS26,,Micropora,,,SRDY,,none,,,,100% ethanol,3.6.2014,25.6.2018 (RJSO),"MHR.831.BLEED.211.tif
MHR.831.BLEED.211.txt
MHR.832.BLEED.211.tif
MHR.832.BLEED.211.txt

MHR.849.BLEED.211.tif
MHR.849.BLEED.211.txt
MHR.850.BLEED.211.tif
MHR.850.BLEED.211.txt",Seabourne Rust,,sp.,,,27/01/2010,OS26,A. M. Smith,NZ,,27,33,,,1,Otago Shelf,-47.22,167.65,,2010,Microporidae,Cheilostomatida
SRDY76,212,SS03,,"Steginoporella
",,,SRDY,20.6.2019 (RJSO),No,,"Mali: ""212: Annen cheilo under""",,100% ethanol,3.6.2014,25.1.2019 (RJSO),"MHR.2183.BLEED.212(x40).tif
MHR.2183.BLEED.212(x40).txt
MHR.2184.BLEED.212(x80).tif
MHR.2184.BLEED.212(x80).txt


MHR.2225.BLEED.212.tif
MHR.2225.BLEED.212.txt
MHR.2226.BLEED.212.tif
MHR.2226.BLEED.212.txt",Seabourne Rust,,neozelanica,"(Busk, 1861)","Steginoporella neozelanica (Busk, 1861)",12/2/2011,SS03,"Smith, Abigail M. ",New Zealand,,12,43,,,2,,-46.87,168.21,,2011,Steginoporellidae,Cheilostomatida
SRDY30,213,OS12,,Calloporina,,,SRDY,04.07.2018 (LT),,,Qubit. 0.663,,100% ethanol,3.6.2014,9.4.2018 (RJSO),"MHR.279.BLEED.213	
MHR.280.BLEED.213	
MHR.6277.BLEED.213.tif
MHR.6278.BLEED.213.tif",Seabourne Rust,,angustipora,"(Hincks, 1885)","Calloporina angustipora (Hincks, 1885)",25/01/2010,OS12,A. M. Smith,NZ,,25,31,,,1,Otago Shelf,-46.81,168.3,,2010,Microporellidae,Cheilostomatida
,,,,,,,,,,,,,,,,,,,,"(Hincks, 1885)","Calloporina diadema angustipora (Hincks, 1885)",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"(Hincks, 1885)","Calloporina angustipora (Hincks, 1885)",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,"(Hincks, 1885)","Calloporina diadema angustipora (Hincks, 1885)",,,,,,,,,,,,,,,,,
SRDY28,214,OS9,,Microporella,,,SRDY,,,,,,100% ethanol,3.6.2014,,,Seabourne Rust,,agonistes,"Gordon, 1984","MICROPORELLA AGONISTES Gordon, 1984",24/01/2010,OS9,"Smith, Abigail M. ",New Zealand,,24,68,,,1,Otago Shelf,-46.29,170.22,,2010,Microporellidae,Cheilostomatida
SRDY06,215,CA3,,Eurystomella,,,SRDY,03.07.2018 (LT),,,"multiple Bryozoa present - Mali 
Qubit: 42.4",,100% ethanol,3.6.2014,13.2.2018 (RSJO),"MHR.001, MHR.002, MHR.031, MHR.032",Seabourne Rust,,biperforata,"Gordon, Mawatari & Kajihara, 2002","EURYSTOMELLA BIPERFORATA Gordon, Mawatari & Kajihara, 2002",22/03/2009,CA3,A. M. Smith,NZ,,22,143,,,3,,-52.62,169.32,,2009,Eurystomellidae,Cheilostomatida
SRDY57,216,OS38,,Fenestrulina,,,SRDY,26.6.2019 (RJSO),No,,"Mali: ""216: Liten cheilo under/ved siden av < 3%""",,100% ethanol,3.6.2014,25.1.2019 (RJSO),"MHR.2249.BLEED.216.tif
MHR.2249.BLEED.216.txt
MHR.2250.BLEED.216.tif
MHR.2250.BLEED.216.txt

MHR.2275.BLEED.216.tif
MHR.2275.BLEED.216.txt
MHR.2276.BLEED.216.tif
MHR.2276.BLEED.216.txt
",Seabourne Rust,,sp.,,,29/01/2010,OS38,A. M. Smith,NZ,,29,36,,,1,Otago Shelf,-46.67,168.13,,2010,Fenestrulinidae,Cheilostomatida
SRDY71,217,SN22,,Aimulosia,,,SRDY,,,,,,100% ethanol,3.6.2014,,,Seabourne Rust,,marsupium,"(MacGillivray, 1869)","Aimulosia marsupium (MacGillivray, 1869)",3/2/2008,SN22,A. M. Smith,NZ,,3,150,,,2,Snares,-46.92,167.34,,2003,Buffonellodidae,Cheilostomatida
SRDY73,218,SN22,MW134950	MW173794	MW159958,Opaeophora,9.5.2018 (RJSO),,SRDY,4.5.2018 (LT),,NHMO H1538,"Labelled Opaeophora (Mazonella)

Mali: other bryozoans present
Mali: ""	•	218: Jeg er jo kjent med denne arten fra fossilene så jeg er sikker på at dette er O. lepida selv om vi ikke har bilder når den har blitt bleket.
",,100% ethanol,3.6.2014,11.4.2018 (RJSO),"MHR.051.BLEED.218.tif
MHR.052.BLEED.218.tif

MHR.6157.BLEED.218.tif
MHR.6158.BLEED.218.tif",Seabourne Rust,20.8.2018 (MMS and RJSO),lepida,"(Hincks, 1881)","Opaeophora lepida (Hincks, 1881)",3/2/2008,SN22,A. M. Smith,NZ,,3,150,,,2,Snares,-46.92,167.34,,2003,Microporidae,Cheilostomatida
SRDY31,219,OS14,,Parasmittina,,EDM,SRDY,03.07.2018 (LT) 04.07.2018 (LT),,,"Ready for SEM and DNA isolation (RJSO 9.4.18)

Ready for SEM and DNA isolation (RJSO 13.2.18)
Russell was too quick, did twice, F-up


Qubit: 10; Qubit: 5.48

Previously identififedd by SRDY as Smittoidea sp.",,100% ethanol,3.6.2014,9.4.2018 (RJSO),"LHL.123, LHL,124
MHR.281.BLEED.219	
MHR.282.BLEED.219	",Seabourne Rust,,delicatula,"(Busk, 1884)","Parasmittina delicatula (Busk, 1884)",25/01/2010,OS14,"Smith, Abigail M. ",NZ,,25,39,,,1,Otago Shelf,-46.93,168.16,,2010,Smittinidae,Cheilostomatida
SRDY63,220,PU2,,Arachnopusia,,,SRDY,4.5.2018 (LT),,,"FLAG see Marianne success, why was this even scraped?

Mali: ""has other bryozoans""",,100% ethanol,3.6.2014,13.2.2018 (RSJO),"MHR.171.BLEED.220	
MHR.172.BLEED.220	",Seabourne Rust,,unicornis,"(Hutton, 1873)","Arachnopusia unicornis (Hutton, 1873)",17/01/2009,PU2,"Smith, Abigail M. ",NZ,,17,120,,,1,Puysegur,-46.04,166.38,,2009,Arachnopusiidae,Cheilostomatida
,,,,,,,,,,,,,,,,,,,,"(Hutton, 1873)","Arachnopusia unicornis (Hutton, 1873)",,,,,,,,,,,,,,,,,
SRDY78,221,SS07,"MT311321, MT311466, MT293085",Arachnopusia,,,SRDY,,None,NHMO H 1462,,,100% ethanol,3.6.2014,,"LHL.092, LHL.103, LHL.105, 

MHR.3693.BLEED.221.tif
MHR.3693.BLEED.221.txt
MHR.3694.BLEED.221.tif
MHR.3694.BLEED.221.txt
",Seabourne Rust,31.5.2017 (MH),unicornis,"(Hutton, 1873)","Arachnopusia unicornis (Hutton, 1873)",11/30/2011,SS07,A. M. Smith,NZ,,30,47,,,11,,-46.985,168.235,,2011,Arachnopusiidae,Cheilostomatida
,,,,,,,,,,,,,,,,,,,,"(Hutton, 1873)","Arachnopusia unicornis (Hutton, 1873)",,,,,,,,,,,,,,,,,
SRDY68,222,PU10,,Microporella,,,SRDY,,,,Encrusting bivavle,,100% ethanol,3.6.2014,,,Seabourne Rust,,agonistes,"Gordon, 1984","MICROPORELLA AGONISTES Gordon, 1984",20/01/2009,PU10,A. M. Smith,New Zealand,,1,146,,,20,Puysegur,-46.57,165.95,,2009,Microporellidae,Cheilostomatida
SRDY67,223,PU7,MW134988	MW173830	MW159960,Smittoidea,9.5.2018 (RJSO),,SRDY,4.5.2018 (LT),,NHMO H1539,,,100% ethanol,3.6.2014,13.2.2018 (RSJO),"MHR.257.BLEED.223	
MHR.258.BLEED.223	

MHR.6137.BLEED.223.tif
MHR.6138.BLEED.223.tif

MHR.6161.BLEED.223.tif
MHR.6162.BLEED.223.tif",Seabourne Rust,20.8.2018 (RJSO),maunganuiensis,"(Waters, 1906)","Smittoidea maunganuiensis (Waters, 1906)",18/01/2009,PU7,A. M. Smith,NZ,,18,136,,,1,Puysegur,-46.17,166.23,,2009,Smittinidae,Cheilostomatida
SRDY27,224,OS9,,Eurystomella,,,SRDY,,,,,,100% ethanol,3.6.2014,,,Seabourne Rust,,foraminigera,"(Hincks, 1883)","Eurystomella foraminigera (Hincks, 1883)",24/01/2010,OS9,"Smith, Abigail M. ",New Zealand,,24,68,,,1,Otago Shelf,-46.29,170.22,,2010,Eurystomellidae,Cheilostomatida
,,,,,,,,,,,,,,,,,,,,"(Hincks, 1883)","Eurystomella foraminigera (Hincks, 1883)",,,,,,,,,,,,,,,,,
SRDY29,225,OS9,"MZ677756,MZ678152,OK245034","Steginoporella
",13.12.2018 (RJSO) ,,"Rust, Seabourne",03.07.2018 (LT),,NHMO H 2064,"Qubit. 14.4
Added to queue after 4 pulled 13.12.2018 (RJSO) ",Orr et al. Fall 2021 MS,100% ethanol,3.6.2014,13.2.2018 (RSJO),"LHL.127, LHL,128
MHR.6143.BLEED.225.txt
MHR.6144.BLEED.225.txt

MHR.6163.BLEED.225.tif
MHR.6164.BLEED.225.tif",Seabourne Rust,6.2.2019 (RJSO),magnifica,"(Harmer, 1900)","Steginoporella magnifica (Harmer, 1900)",24/01/2010,OS9,"Smith, Abigail M. ",New Zealand,,24,68,,,1,Otago Shelf,-46.29,170.22,,2010,Steginoporellidae,Cheilostomatida
,,,,,,,,,,,,,,,,,,,,"(Harmer, 1900)","Steginoporella neozelanica magnifica (Harmer, 1900)",,,,,,,,,,,,,,,,,
SRDY75,226,SS03,,Chiastosella,,,SRDY,,,,,,100% ethanol,3.6.2014,,,Seabourne Rust,,watersi ,,,12/2/2011,SS03,"Smith, Abigail M. ",New Zealand,,12,43,,,2,,-46.87,168.21,,2011,Escharinidae,Cheilostomatida
SRDY43,227,OS21,,Microporella,,,SRDY,03.07.2018 (LT),,,QUbit: 1,,100% ethanol,3.6.2014,9.4.2018 (RJSO),"MHR.089.BLEED.227
MHR.090.BLEED.227
MHR.115.BLEED.227
MHR.116.BLEED.227
",Seabourne Rust,,aff. diademata,,,26/01/2010,OS21,A. M. Smith,NZ,,26,162,,,1,Otago Shelf,-47.74,167.41,,2010,Microporellidae,Cheilostomatida
SRDY46,228,OS26,,Fenestrulina,,,SRDY,,No,,,,100% ethanol,3.6.2014,25.1.2019 (RJSO),"MHR.2193.BLEED.228(x40).tif
MHR.2193.BLEED.228(x40).txt
MHR.2194.BLEED.228(x80).tif
MHR.2194.BLEED.228(x80).txt

MHR.2239.BLEED.228.tif
MHR.2239.BLEED.228.txt
MHR.2240.BLEED.228.tif
MHR.2240.BLEED.228.txt",Seabourne Rust,,reticulata,"Powell, 1967","FENESTRULINA RETICULATA Powell, 1967",27/01/2010,OS26,A. M. Smith,NZ,,27,33,,,1,Otago Shelf,-47.22,167.65,,2010,Fenestrulinidae,Cheilostomatida
SRDY47,229,OS26,,Fenestrulina,,,SRDY/LHL,,No (but scrapped in eppendorf (in freezer)),,"Mali: ""229: Cyclostome og Hippothoa""",,100% ethanol,3.6.2014,25.1.2019 (RJSO),"MHR.2207.BLEED.229.tif
MHR.2207.BLEED.229.txt
MHR.2208.BLEED.229.tif
MHR.2208.BLEED.229.txt


MHR.2259.BLEED.229.tif
MHR.2259.BLEED.229.txt
MHR.2260.BLEED.229.tif
MHR.2260.BLEED.229.txt",Seabourne Rust,,reticulata?,,,27/01/2010,OS26,A. M. Smith,NZ,,27,33,,,1,Otago Shelf,-47.22,167.65,,2010,Fenestrulinidae,Cheilostomatida
SRDY53,230,OS29,,Fenestrulina,,,SRDY,,No (but scrapped in eppendorf (in freezer)),,,,100% ethanol,3.6.2014,25.1.2019 (RJSO),"MHR.2191.BLEED.230(x40).tif
MHR.2191.BLEED.230(x40).txt
MHR.2192.BLEED.230(x80).tif
MHR.2192.BLEED.230(x80).txt

MHR.2235.BLEED.230.tif
MHR.2235.BLEED.230.txt
MHR.2236.BLEED.230.tif
MHR.2236.BLEED.230.txt",Seabourne Rust,,reticulata,"Powell, 1967","FENESTRULINA RETICULATA Powell, 1967",28/01/2010,OS29,A. M. Smith,NZ,,28,125,,,1,Otago Shelf,-47.27,167.3,,2010,Fenestrulinidae,Cheilostomatida
SRDY13,231,KC10,MW134903	MW173751	MW159961,Exochella,15.2.2018 (RJSO),DPG,SRDY + EDM,14.2.2018 (LT),,NHMO H1540,,,100% ethanol,3.6.2014,22.1.2018 (RJSO),"LHL.051, LHL.052",Seabourne Rust,24.5.2018 (RJSO), jullieni,,,1/2/2014,KC10,A. M. Smith,NZ,,1,250,,,2,,-45.639,171.116,,2014,Exochellidae,Cheilostomatida
SRDY48,232,OS26,,Microporella,,,SRDY,03.07.2018 (LT),,,Qubit: 1,,100% ethanol,3.6.2014,9.4.2018 (RJSO),"MHR.045.BLEED.232.tif
MHR.046.BLEED.232.tif",Seabourne Rust,,aff. diademata,,,27/01/2010,OS26,A. M. Smith,NZ,,27,33,,,1,Otago Shelf,-47.22,167.65,,2010,Microporellidae,Cheilostomatida
SRDY12,233,KC7,,Escharoides,,,SRDY,,,,,,100% ethanol,3.6.2014,,Yes,Seabourne Rust,,excavata,"(MacGillivray, 1860)","Escharoides excavata (MacGillivray, 1860)",1/2/2014,KC7,A. M. Smith,NZ,,1,200,,,2,,-45.627,171.034,,2014,Romancheinidae,Cheilostomatida
,,,,,,,,,,,,,,,,,,,,"(MacGillivray, 1860)","Escharoides excavata (MacGillivray, 1860)",,,,,,,,,,,,,,,,,
SRDY21,234,OS6,,Fenestrulina,,,SRDY,,No (but scrapped in eppendorf (in freezer)),,"Encrusting bivalve

Mali: ""234: Antarctothoa? under + en zooid av en annen cheilo ved siden av""",,100% ethanol,3.6.2014,25.1.2019 (RJSO),"MHR.2253.BLEED.234.tif
MHR.2253.BLEED.234.txt
MHR.2254.BLEED.234.tif
MHR.2254.BLEED.234.txt
MHR.2303.BLEED.234.tif
MHR.2303.BLEED.234.txt
MHR.2304.BLEED.234.tif
MHR.2304.BLEED.234.txt",Seabourne Rust,,sp.,,,24/01/2010,OS6,A. M. Smith,NZ,,24,83,,,1,Otago Shelf,-45.77,170.92,,2010,Fenestrulinidae,Cheilostomatida
SRDY26,235,OS9,,Chiastosella,,,SRDY,,,,,,100% ethanol,3.6.2014,,,Seabourne Rust,,sp.,,,24/01/2010,OS9,"Smith, Abigail M. ",New Zealand,,24,68,,,1,Otago Shelf,-46.29,170.22,,2010,Escharinidae,Cheilostomatida
SRDY56,236,OS33,,Chiastosella,,,SRDY,,,,,,100% ethanol,3.6.2014,,,Seabourne Rust,,watersi,"Stach, 1937","CHIASTOSELLA WATERSI Stach, 1937",28/01/2010,OS33,A. M. Smith,NZ,,28,93,,,1,Otago Shelf,-47.24,168.04,,2010,Escharinidae,Cheilostomatida
,,,,,,,,,,,,,,,,,,,,"Stach, 1937","CHIASTOSELLA WATERSI Stach, 1937",,,,,,,,,,,,,,,,,
SRDY03,237,CA2,MW134905	MW173753	MW159962,Fenestrulina,13.9.2019 (RJSO),,SRDY+DPG,30.8.2019 (RJSO),no,NHMO H1541,30.8.2019 (RJSO) Qubit 27,,100% ethanol,3.6.2014,25.1.2019 (RJSO) 26.8.2019 (EDM LHL),"MHR.2255.BLEED.237.tif
MHR.2255.BLEED.237.txt
MHR.2256.BLEED.237.tif
MHR.2256.BLEED.237.txt
MHR.2257.BLEED.237.tif
MHR.2257.BLEED.237.txt
MHR.2258.BLEED.237.tif
MHR.2258.BLEED.237.txt",Seabourne Rust,14.11.2019 (RJSO),n.sp.1,,,22/03/2009,CA2,"Smith, Abigail M.",NZ,,22,91,,,3,,-52.51,169.28,,2009,Fenestrulinidae,Cheilostomatida
SRDY61,238,PU1,,Escharella,,,SRDY,,,,,,100% ethanol,3.6.2014,,,Seabourne Rust,,spinosissima,"(Hincks, 1881)","Escharella spinosissima (Hincks, 1881)",17/01/2009,PU1,A. M. Smith,New Zealand,,17,180,,,1,Puysegur,-46.02,166.35,,2009,Romancheinidae,Cheilostomatida
,,,,,,,,,,,,,,,,,,,,"(Hincks, 1881)","Escharella spinosissima (Hincks, 1881)",,,,,,,,,,,,,,,,,
SRDY45,239,OS26,,Chiastosella,,,SRDY,,,,,,100% ethanol,3.6.2014,,,Seabourne Rust,,watersi,"Stach, 1937","CHIASTOSELLA WATERSI Stach, 1937",27/01/2010,OS26,A. M. Smith,NZ,,27,33,,,1,Otago Shelf,-47.22,167.65,,2010,Escharinidae,Cheilostomatida
,,,,,,,,,,,,,,,,,,,,"Stach, 1937","CHIASTOSELLA WATERSI Stach, 1937",,,,,,,,,,,,,,,,,
SRDY54,240,OS30,,Fenestrulina,27.9.2019 (RJSO),,SRDY,30.8.2019 (RJSO),No,,30.8.2019 (RJSO) Qubit 1.38,,100% ethanol,3.6.2014,25.1.2019 (RJSO) 26.8.2019 (EDM LHL),"MHR.2195.BLEED.240(x40).tif
MHR.2195.BLEED.240(x40).txt
MHR.2196.BLEED.240(x80).tif
MHR.2196.BLEED.240(x80).txt

MHR.2261.BLEED.240.tif
MHR.2261.BLEED.240.txt
MHR.2262.BLEED.240.tif
MHR.2262.BLEED.240.txt",Seabourne Rust,26.11.2019 (RJSO),sp.,,,28/01/2010,OS30,A. M. Smith,NZ,,28,86,,,1,Otago Shelf,-47.26,167.36,,2010,Fenestrulinidae,Cheilostomatida
SRDY72,241,SN22,,Exochella,,,SRDY,,,,,,100% ethanol,3.6.2014,,,Seabourne Rust,,sp.,,,3/2/2008,SN22,A. M. Smith,NZ,,3,150,,,2,Snares,-46.92,167.34,,2003,Exochellidae,Cheilostomatida
SRDY77,242,SS03,"MZ677757,MZ678153,OK245035","Steginoporella
",13.12.2018 (RJSO) ,,"Voje, Kjetil L. ",04.07.2018 (LT),,NHMO H 2065,"On ethanol, has been dry.

Mali: ""has other bryozoans""


Qubit: 1.34

Added to queue after 4 pulled 13.12.2018 (RJSO) ",Orr et al. Fall 2021 MS,100% ethanol,3.6.2014,9.4.2018 (RJSO),"MHR.157.BLEED.242	
MHR.158.BLEED.242	
MHR.6125.BLEED.242.tif
MHR.6125.BLEED.242.txt
MHR.6126.BLEED.242.tif
MHR.6126.BLEED.242.txt
MHR.6141.BLEED.242.tif
MHR.6141.BLEED.242.txt
MHR.6142.BLEED.242.tif
MHR.6142.BLEED.242.txt",Seabourne Rust,6.2.2019 (RJSO),magnifica,"(Harmer, 1900)","Steginoporella magnifica (Harmer, 1900)",12/2/2011,SS03,"Smith, Abigail M. ",New Zealand,,12,43,,,2,,-46.87,168.21,,2011,Steginoporellidae,Cheilostomatida
,,,,,,,,,,,,,,,,,,,,"(Harmer, 1900)","Steginoporella neozelanica magnifica (Harmer, 1900)",,,,,,,,,,,,,,,,,
SRDY60,243,OS39,,Schizosmittina,,,SRDY,,,,"On ethanol, has been dry.",,100% ethanol,3.6.2014,,,Seabourne Rust,,sp.,,,29/01/2010,OS39,A. M. Smith,NZ,,29,30,,,1,Otago Shelf,-46.68,168.28,,2010,Bitectiporidae,Cheilostomatida
SRDY25,244,OS7,"MZ677758,OK245036",Steginoporella,13.12.2018 (RJSO) ,,"Voje, Kjetil L.",04.07.2018 (LT),Yes,NHMO H 2066,"On ethanol, has been dry.

Mali: 244: to cyclostomer < 5%, en Crepidicantha crinispina koloni (10%?) under  Steginoporellaen, en Micropora koloni (5%), en Cosciniopsis vallata koloni < 3% under Steginoporellaen, en anascan under Steginoporellaen < 3% og en cheilo oppå Steginoporellaen (10%)

Qubit: 26.7

Added to queue after 4 pulled 13.12.2018 (RJSO) ",Orr et al. Fall 2021 MS,100% ethanol,3.6.2014,9.4.2018 (RJSO),"MHR.293.BLEED.244	
MHR.294.BLEED.244
MHR.365.BLEED.244.tif
MHR.366.BLEED.244.tif
MHR.6135.BLEED.244.tif
MHR.6135.BLEED.244.txt
MHR.6136.BLEED.244.tif
MHR.6136.BLEED.244.txt",Seabourne Rust,6.2.2019 (RJSO),"magnifica
","(Harmer, 1900)","Steginoporella magnifica (Harmer, 1900)",24/01/2010,OS7,"Smith, Abigail M. ",New Zealand,,24,88,,,1,Otago Shelf,-45.84,170.89,,2010,Steginoporellidae,Cheilostomatida
,,,,,,,,,,,,,,,,,,,,"(Harmer, 1900)","Steginoporella neozelanica magnifica (Harmer, 1900)",,,,,,,,,,,,,,,,,
SRDY15,245,OS2,,Microporella,,,SRDY,,,,3 subsamples,,100% ethanol,3.6.2014,,,Seabourne Rust,,agonistes,"Gordon, 1984","MICROPORELLA AGONISTES Gordon, 1984",23/01/2010,OS2,A. M. Smith,NZ,,23,200,,,1,Otago Shelf,-45.56,171.23,,2010,Microporellidae,Cheilostomatida
,246,Qingdao_B1_KZ,"MZ677535,MZ677893,OK244780",Cauloramphus,13.9.2019 (RJSO),,,21.8.2019 (RJSO),,NHMO H 1786,"2x samples

Mali: ""246: En annen Cheilo som vokser under og ved siden av hovedkolonien (30-40% av areal). Tok bilder av denne og hvis man har fått sekvenser fra den i tillegg) 

13.8.2019 (EDM LHL) checked, isolate
21.8.2019 (RJSO) Qubit 11.9


246 and 248 are the same

MHR.1943 has a cheilostome that is NOT Cauloramphus (Mucropetrelia, not in tree)",Orr et al. Fall 2021 MS,Ethanol,12.10.2015,"23.11.18 (RJSO)
","MHR.1903.BLEED.246.tif
MHR.1903.BLEED.246.txt
MHR.1904.BLEED.246.tif
MHR.1904.BLEED.246.txt
MHR.1905.BLEED.246.tif
MHR.1905.BLEED.246.txt
MHR.1906.BLEED.246.tif
MHR.1906.BLEED.246.txt


MHR.1937.BLEED.246.tif
MHR.1937.BLEED.246.txt
MHR.1938.BLEED.246.tif
MHR.1938.BLEED.246.txt

MHR.1943.BLEED.246.tif
MHR.1943.BLEED.246.txt",Kamil Zágoršek,14.11.2019 (RJSO),spinifer,"(Johnston, 1832)","Cauloramphus spinifer (Johnston, 1832)",3.9.2015,Qingdao_B1_KZ,"Zargoszek, Kamil",China,,3,0,,"No 1 Beach was artificial (plastic, floating ball)",9,Qingdao,36.05,120.333,,2015,Calloporidae,Cheilostomatida
,247,Qingdao_B1_KZ,,Callopora,,,,,,,,,Ethanol,12.10.2015,,,Kamil Zágoršek,,horridoidea,"Androsova, 1958","CALLOPORA HORRIDOIDEA Androsova, 1958",3.9.2015,Qingdao_B1_KZ,"Zargoszek, Kamil",China,,3,0,,"No 1 Beach was artificial (plastic, floating ball)",9,Qingdao,36.05,120.333,,2015,Calloporidae,Cheilostomatida
,248,Qingdao_B1_KZ,"MZ677536,MZ677894,OK244781",Cauloramphus,9.5.2018 (RJSO),,"Di Martino, Emaneuala",4.5.2018 (LT),,NHMO H 1787,"246 and 248 are the same


DPG email 19.3.2021
248 (Qingdao) - This Cauloramphus spinifer lacks avicularia, yet it appears in the tree with other Cauloramphus. Curious.
",Orr et al. Fall 2021 MS,Ethanol,12.10.2015,11.4.2018 (RJSO),"MHR.075.BLEED.248
MHR.076.BLEED.248",Kamil Zágoršek,20.8.2018 (MMS and RJSO),spinifer,"(Johnston, 1832)","Cauloramphus spinifer (Johnston, 1832)",3.9.2015,Qingdao_B1_KZ,"Zargoszek, Kamil",China,,3,0,,"No 1 Beach was artificial (plastic, floating ball)",9,Qingdao,36.05,120.333,,2015,Calloporidae,Cheilostomatida
,249,Qingdao_B2_KZ,"MZ677851,OK244738",Arbocuspis,27.9.2019 (RJSO),,"Gordon, Dennis P.; Di Martino, Emaneuala",20.9.2019 (RJSO),,NHMO H 1742,"20.9.2019 (RJSO) qubit 14.2
Kamil identified as Membranipora conjunttiva, but it is not correct (see Zhang and Liu 1995)

Dennis email: ""BLEED.249: Crassimarginatella sp.? ""


EDM sees SEM and says Electridae.

DPG: The nearest I can get this to is the illustration in Liu, Yin & Ma (2001) Biology of Marine-Fouling Bryozoans in the Coastal waters of China, pl. 15, which they attribute to Electra bellula, i.e. Arbocuspis,  Some of the zooids lack spines and the proximal opesial margin lacks a cusp in 1-2 zooids. I guess it depends how much variation one accepts in this species. Clearly a need for sequencing of different populations.
EDM: I am putting together all the vouchers for the big tree. Among those, there is this taxon (see SEMs provided below) that is identified only as Electridae sp. It’s from Qingdao given by Kamil and it groups between Arbopercula and Arbocuspis. I looked at your check-list from the China Sea but could not find any good fit, also because I have not access to all the related literature to compare images. Are you familiar with it?",Orr et al. Fall 2021 MS,Ethanol,12.10.2015,,"MHR.3519.BLEED.249.tif
MHR.3519.BLEED.249.txt
MHR.3520.BLEED.249.tif
MHR.3520.BLEED.249.txt
",Kamil Zágoršek,26.11.2019 (RJSO),bellula,"(Hincks, 1881)","Arbocuspis bellula (Hincks, 1881)",3.9.2015,Qingdao_B2_KZ,"Zargoszek, Kamil",China,,3,0,,"No 2 Beach was on rock, intertidal zone",9,Qingdao,36.0449,120.34,,2015,Electridae,Cheilostomatida
