Name_of_file,SEM_no,Bleached,BLEED_no,Date,COMMENTS,
MHR.1770.BLEED.836,MHR.1770,NO,836,,,
MHR.1767.BLEED.838,MHR.1767,NO,838,,,
MHR.1768.BLEED.838,MHR.1768,NO,838,,,
MHR.1771.BLEED.838,MHR.1771,YES,838,,,
MHR.1772.BLEED.838,MHR.1772,YES,838,,,
MHR.1773.BLEED.840,MHR.1773,YES,840,,,
MHR.1774.BLEED.840,MHR.1774,YES,840,,,
MHR.1775.BLEED.834,MHR.1775,YES,834,,,
MHR.1776.BLEED.834,MHR.1776,YES,834,,,
MHR.1777.BLEED.1083,MHR.1777,NO,1083,,,
MHR.1778.BLEED.1083,MHR.1778,NO,1083,,,
MHR.1779.BLEED.1085,MHR.1779,NO,1085,,,
MHR.1780.BLEED.1085,MHR.1780,NO,1085,,,
MHR.1781.BLEED.1084,MHR.1781,NO,1084,POSSIBLY ERECT BRYOZOA FOULING,,
MHR.1782.BLEED.1084,MHR.1782,NO,1084,POSSIBLY ERECT BRYOZOA FOULING,,
MHR.1783.BLEED.839,MHR.1783,NO,839,,,
MHR.1784.BLEED.839,MHR.1784,NO,839,,,
MHR.1785.BLEED.836,MHR.1785,YES,836,,,
MHR.1786.BLEED.836,MHR.1786,YES,836,,,
MHR.1787.BLEED.856,MHR.1787,NO,856,,,
MHR.1788.BLEED.856,MHR.1788,NO,856,,,
MHR.1789.BLEED.855,MHR.1789,NO,855,,,
MHR.1790.BLEED.855,MHR.1790,NO,855,,,
MHR.1791.BLEED.1083,MHR.1791,YES,1083,,,
MHR.1792.BLEED.1083,MHR.1792,YES,1083,,,
MHR.1793.BLEED.1085,MHR.1793,YES,1085,,,
MHR.1794.BLEED.1085,MHR.1794,YES,1085,,,
MHR.1795.BLEED.1084,MHR.1795,YES,1084,,,
MHR.1796.BLEED.1084,MHR.1796,YES,1084,,,
MHR.1797.BLEED.995,MHR.1797,NO,995,,,
MHR.1798.BLEED.995,MHR.1798,NO,995,,,
MHR.1799.BLEED.981,MHR.1799,NO,981,,,
MHR.1800.BLEED.981,MHR.1800,NO,981,,,
MHR.1801.BLEED.866,MHR.1801,NO,866,,,
MHR.1802.BLEED.866,MHR.1802,NO,866,,,
MHR.1803.BLEED.856,MHR.1803,YES,856,,,
MHR.1804.BLEED.856,MHR.1804,YES,856,,,
MHR.1805.BLEED.976,MHR.1805,NO,976,MORE CALLOPORINA LIKE. SMALL CHEILO PRESENT IN SEM SAMPLE,,
MHR.1806.BLEED.976,MHR.1806,NO,976,MORE CALLOPORINA LIKE. SMALL CHEILO PRESENT IN SEM SAMPLE,,
MHR.1807.BLEED.831,MHR.1807,NO,831,,,
MHR.1808.BLEED.831,MHR.1808,NO,831,,,
MHR.1809.BLEED.981,MHR.1809,YES,981,,,
MHR.1810.BLEED.981,MHR.1810,YES,981,,,
MHR.1811.BLEED.863,MHR.1811,NO,863,,,
MHR.1812.BLEED.863,MHR.1812,NO,863,,,
MHR.1813.BLEED.991,MHR.1813,NO,991,,,
MHR.1814.BLEED.991,MHR.1814,NO,991,,,
MHR.1815.BLEED.842,MHR.1815,NO,842,BUGULA LIKE BRYOZOA GROWING ON TOP,,
MHR.1816.BLEED.842,MHR.1816,NO,842,BUGULA LIKE BRYOZOA GROWING ON TOP,,
MHR.1817.BLEED.882,MHR.1817,NO,882,,,
MHR.1818.BLEED.882,MHR.1818,NO,882,,,
MHR.1819.BLEED.839,MHR.1819,YES,839,,,
MHR.1820.BLEED.839,MHR.1820,YES,839,,,
MHR.1821.BLEED.866,MHR.1821,YES,866,,,
MHR.1822.BLEED.866,MHR.1822,YES,866,,,
MHR.1823.BLEED.831,MHR.1823,YES,831,POSSIBLY ANOTHER ANASCAN ON THE OTHER SIDE OF THE SUBSTRATE,,
MHR.1824.BLEED.831,MHR.1824,YES,831,POSSIBLY ANOTHER ANASCAN ON THE OTHER SIDE OF THE SUBSTRATE,,
MHR.1825.BLEED.995,MHR.1825,YES,995,,,
MHR.1826.BLEED.995,MHR.1826,YES,995,,,
MHR.1827.BLEED.1031,MHR.1827,NO,1031,,,
MHR.1828.BLEED.1031,MHR.1828,NO,1031,,,
MHR.1829.BLEED.1006,MHR.1829,NO,1006,,,
MHR.1830.BLEED.1006,MHR.1830,NO,1006,,,
MHR.1831.BLEED.1001,MHR.1831,NO,1001,OTHER CHEILO PRESENT IN SEM MATERIAL,,
MHR.1832.BLEED.1001,MHR.1832,NO,1001,OTHER CHEILO PRESENT IN SEM MATERIAL,,
MHR.1833.BLEED.1043,MHR.1833,NO,1043,CALLOPORINA.Hippothoidae-like colony underneath microporella. Might have gotten some of this as well,,
MHR.1834.BLEED.1043,MHR.1834,NO,1043,CALLOPORINA.Hippothoidae-like colony underneath microporella. Might have gotten some of this as well,,
MHR.1835.BLEED.1043,MHR.1835,NO,1043,Hippothoidae-like colony underneath microporella. Might have gotten some of this as well. SPECIES 2,,
MHR.1836.BLEED.1043,MHR.1836,NO,1043,Hippothoidae-like colony underneath microporella. Might have gotten some of this as well. SPECIES 2,,
MHR.1837.BLEED.1036,MHR.1837,NO,1036,,,
MHR.1838.BLEED.1036,MHR.1838,NO,1036,,,
MHR.1839.BLEED.1033,MHR.1839,NO,1033,,,
MHR.1840.BLEED.1033,MHR.1840,NO,1033,,,
MHR.1841.BLEED.1038,MHR.1841,NO,1038,,,
MHR.1842.BLEED.1038,MHR.1842,NO,1038,,,
MHR.1843.BLEED.976,MHR.1843,YES,976,Hippothoidea-like colony present,,
MHR.1844.BLEED.976,MHR.1844,YES,976,Hippothoidea-like colony present,,
MHR.1845.BLEED.1002,MHR.1845,NO,1002,,,
MHR.1846.BLEED.1002,MHR.1846,NO,1002,,,
MHR.1847.BLEED.882,MHR.1847,YES,882,,,
MHR.1848.BLEED.882,MHR.1848,YES,882,,,
MHR.1849.BLEED.863,MHR.1849,YES,863,,,
MHR.1850.BLEED.863,MHR.1850,YES,863,,,
MHR.1851.BLEED.991,MHR.1851,YES,991,,,
MHR.1852.BLEED.991,MHR.1852,YES,991,,,
MHR.1853.BLEED.842,MHR.1853,YES,842,,,
MHR.1854.BLEED.842,MHR.1854,YES,842,,,
MHR.1855.BLEED.983,MHR.1855,NO,983,,,
MHR.1856.BLEED.983,MHR.1856,NO,983,,,
MHR.1857.BLEED.1063,MHR.1857,NO,1063,TOGETHER WITH AN ADEONIDAE,,
MHR.1858.BLEED.1063,MHR.1858,NO,1063,TOGETHER WITH AN ADEONIDAE,,
MHR.1859.BLEED.1027,MHR.1859,NO,1027,,,
MHR.1860.BLEED.1027,MHR.1860,NO,1027,,,
MHR.1861.BLEED.1040,MHR.1861,NO,1040,,,
MHR.1862.BLEED.1040,MHR.1862,NO,1040,,,
MHR.1863.BLEED.970,MHR.1863,NO,970,,,
MHR.1864.BLEED.970,MHR.1864,NO,970,,,
MHR.1865.BLEED.1033,MHR.1865,YES,1033,,,
MHR.1866.BLEED.1033,MHR.1866,YES,1033,,,
MHR.1867.BLEED.1043,MHR.1867,YES,1043,,,
MHR.1868.BLEED.1043,MHR.1868,YES,1043,,,
MHR.1869.BLEED.1038,MHR.1869,YES,1038,,,
MHR.1870.BLEED.1038,MHR.1870,YES,1038,,,
MHR.1871.BLEED.985,MHR.1871,NO,985,,,
MHR.1872.BLEED.985,MHR.1872,NO,985,,,
MHR.1873.BLEED.1036,MHR.1873,YES,1036,,,
MHR.1874.BLEED.1036,MHR.1874,YES,1036,,,
MHR.1875.BLEED.982,MHR.1875,NO,982,,,
MHR.1876.BLEED.982,MHR.1876,NO,982,,,
MHR.1877.BLEED.1027,MHR.1877,YES,1027,,,
MHR.1878.BLEED.1027,MHR.1878,YES,1027,,,
MHR.1879.BLEED.1002,MHR.1879,YES,1002,,,
MHR.1880.BLEED.1002,MHR.1880,YES,1002,,,
MHR.1881.BLEED.1031,MHR.1881,YES,1031,,,
MHR.1882.BLEED.1031,MHR.1882,YES,1031,,,
MHR.1883.BLEED.1063,MHR.1883,YES,1063,,,
MHR.1884.BLEED.1063,MHR.1884,YES,1063,,,
MHR.1885.BLEED.1006,MHR.1885,YES,1006,,,
MHR.1886.BLEED.1006,MHR.1886,YES,1006,,,
MHR.1887.BLEED.1040,MHR.1887,YES,1040,,,
MHR.1888.BLEED.1040,MHR.1888,YES,1040,,,
MHR.1889.BLEED.983,MHR.1889,YES,983,,,
MHR.1890.BLEED.983,MHR.1890,YES,983,,,
MHR.1891.BLEED.1001,MHR.1891,YES,1001,,,
MHR.1892.BLEED.1001,MHR.1892,YES,1001,,,
MHR.1893.BLEED.1058,MHR.1893,NO,1058,CELLEPORID LIKE COLONY NEARBY (< 5%),,
MHR.1894.BLEED.1058,MHR.1894,NO,1058,CELLEPORID LIKE COLONY NEARBY (< 5%),,
MHR.1895.BLEED.1068,MHR.1895,NO,1068,,,
MHR.1896.BLEED.1068,MHR.1896,NO,1068,,,
MHR.1897.BLEED.1021,MHR.1897,NO,1021,,,
MHR.1898.BLEED.1021,MHR.1898,NO,1021,,,
MHR.1899.BLEED.853,MHR.1899,NO,853,,,
MHR.1900.BLEED.853,MHR.1900,NO,853,,,
MHR.1901.BLEED.891,MHR.1901,NO,891,,,
MHR.1902.BLEED.891,MHR.1902,NO,891,,,
MHR.1903.BLEED.246,MHR.1903,NO,246,ANOTHER SPECIES UNDER AND NEXT TO MAIN COLONY (30-40%),,
MHR.1904.BLEED.246,MHR.1904,NO,246,ANOTHER SPECIES UNDER AND NEXT TO MAIN COLONY (30-40%),,
MHR.1905.BLEED.246,MHR.1905,NO,246,SPECIES 2,,
MHR.1906.BLEED.246,MHR.1906,NO,246,SPECIES 2,,
MHR.1907.BLEED.1035,MHR.1907,NO,1035,RHYNCHOZOON-LIKE CHEILO ON THE OTHER SIDE OF THE SUBSTRATE,,
MHR.1908.BLEED.1035,MHR.1908,NO,1035,RHYNCHOZOON-LIKE CHEILO ON THE OTHER SIDE OF THE SUBSTRATE,,
MHR.1909.BLEED.1078,MHR.1909,NO,1078,CELLEPORID -LIKE CHEILOSTOME GROWING ON TOP,,
MHR.1910.BLEED.1078,MHR.1910,NO,1078,CELLEPORID -LIKE CHEILOSTOME GROWING ON TOP,,
MHR.1911.BLEED.986,MHR.1911,NO,986,,,
MHR.1912.BLEED.986,MHR.1912,NO,986,,,
MHR.1913.BLEED.816,MHR.1913,NO,816,ELECTRA (PILOSA) ALSO PRESENT),,
MHR.1914.BLEED.816,MHR.1914,NO,816,ELECTRA (PILOSA) ALSO PRESENT),,
MHR.1915.BLEED.992,MHR.1915,NO,992,,,
MHR.1916.BLEED.992,MHR.1916,NO,992,,,
MHR.1917.BLEED.885,MHR.1917,NO,885,,,
MHR.1918.BLEED.885,MHR.1918,NO,885,,,
MHR.1919.BLEED.829,MHR.1919,NO,829,,,
MHR.1920.BLEED.829,MHR.1920,NO,829,,,
MHR.1921.BLEED.823,MHR.1921,NO,823,,,
MHR.1922.BLEED.823,MHR.1922,NO,823,,,
MHR.1923.BLEED.970,MHR.1923,YES,970,,,
MHR.1924.BLEED.970,MHR.1924,YES,970,,,
MHR.1925.BLEED.891,MHR.1925,YES,891,,,
MHR.1926.BLEED.891,MHR.1926,YES,891,,,
MHR.1927.BLEED.982,MHR.1927,YES,982,,,
MHR.1928.BLEED.982,MHR.1928,YES,982,,,
MHR.1929.BLEED.985,MHR.1929,YES,985,,,
MHR.1930.BLEED.985,MHR.1930,YES,985,,,
MHR.1931.BLEED.1021,MHR.1931,YES,1021,,,
MHR.1932.BLEED.1021,MHR.1932,YES,1021,,,
MHR.1933.BLEED.1078,MHR.1933,YES,1078,,,
MHR.1934.BLEED.1078,MHR.1934,YES,1078,,,
MHR.1935.BLEED.1058,MHR.1935,YES,1058,,,
MHR.1936.BLEED.1058,MHR.1936,YES,1058,,,
MHR.1937.BLEED.246,MHR.1937,YES,246,,,
MHR.1938.BLEED.246,MHR.1938,YES,246,,,
MHR.1939.BLEED.1035,MHR.1939,YES,1035,,,
MHR.1940.BLEED.1035,MHR.1940,YES,1035,,,
MHR.1941.BLEED.858,MHR.1941,NO,858,,,
MHR.1942.BLEED.858,MHR.1942,NO,858,,,
MHR.1943.BLEED.246,MHR.1943,YES,246,SPECIES 2,,
MHR.1944.BLEED.246,MHR.1944,YES,246,SPECIES 2,,
MHR.1945.BLEED.878,MHR.1945,NO,878,OTHER CHEILO NEXT TO IT 15%),,
MHR.1946.BLEED.878,MHR.1946,NO,878,OTHER CHEILO NEXT TO IT 15%),,
MHR.1947.BLEED.868,MHR.1947,NO,868,,,
MHR.1948.BLEED.868,MHR.1948,NO,868,,,
MHR.1949.BLEED.825,MHR.1949,NO,825,,,
MHR.1950.BLEED.825,MHR.1950,NO,825,,,
MHR.1951.BLEED.823,MHR.1951,YES,823,,,
MHR.1952.BLEED.823,MHR.1952,YES,823,,,
MHR.1953.BLEED.816,MHR.1953,YES,816,,,
MHR.1954.BLEED.816,MHR.1954,YES,816,,,
MHR.1955.BLEED.992,MHR.1955,YES,992,,,
MHR.1956.BLEED.992,MHR.1956,YES,992,,,
MHR.1957.BLEED.859,MHR.1957,NO,859,,,
MHR.1958.BLEED.859,MHR.1958,NO,859,,,
MHR.1959.BLEED.838,MHR.1959,NO,838,NOT SURE IF BRYOZOA,,
MHR.1960.BLEED.838,MHR.1960,NO,838,NOT SURE IF BRYOZOA,,
MHR.1961.BLEED.844,MHR.1961,NO,844,,,
MHR.1962.BLEED.844,MHR.1962,NO,844,,,
MHR.1963.BLEED.1045,MHR.1963,NO,1045,,,
MHR.1964.BLEED.1045,MHR.1964,NO,1045,,,
MHR.1965.BLEED.770,MHR.1965,NO,770,OTHER SPECIES PRESENT (MICROPORELLA? 5%),,
MHR.1966.BLEED.770,MHR.1966,NO,770,OTHER SPECIES PRESENT (MICROPORELLA? 5%),,
MHR.1967.BLEED.967,MHR.1967,NO,967,,,
MHR.1968.BLEED.967,MHR.1968,NO,967,,,
MHR.1969.BLEED.833,MHR.1969,NO,833,POSSIBLY ANOTHER BRYOZOA PRESENT,,
MHR.1970.BLEED.833,MHR.1970,NO,833,POSSIBLY ANOTHER BRYOZOA PRESENT,,
MHR.1971.BLEED.836,MHR.1971,NO,836,SPECIES 2,,
MHR.1972.BLEED.836,MHR.1972,NO,836,SPECIES 2,,
MHR.1973.BLEED.793,MHR.1973,NO,793,TYPO IN SPECIES NAME. SHOULD BE CALLOPORINA,,
MHR.1974.BLEED.793,MHR.1974,NO,793,TYPO IN SPECIES NAME. SHOULD BE CALLOPORINA,,
MHR.1975.BLEED.878,MHR.1975,YES,878,,,
MHR.1976.BLEED.878,MHR.1976,YES,878,,,
MHR.1977.BLEED.868,MHR.1977,YES,868,,,
MHR.1978.BLEED.868,MHR.1978,YES,868,,,
MHR.1979.BLEED.858,MHR.1979,YES,858,,,
MHR.1980.BLEED.858,MHR.1980,YES,858,,,
MHR.1981.BLEED.825,MHR.1981,YES,825,,,
MHR.1982.BLEED.825,MHR.1982,YES,825,,,
MHR.1983.BLEED.844,MHR.1983,YES,844,,,
MHR.1984.BLEED.844,MHR.1984,YES,844,,,
MHR.1985.BLEED.837,MHR.1985,YES,837,,,
MHR.1986.BLEED.837,MHR.1986,YES,837,,,
MHR.1987.BLEED.793,MHR.1987,YES,793,HIPPOPORINA INDICA?,,
MHR.1988.BLEED.793,MHR.1988,YES,793,HIPPOPORINA INDICA?,,
MHR.1989.BLEED.1045,MHR.1989,YES,1045,,,
MHR.1990.BLEED.1045,MHR.1990,YES,1045,,,
MHR.1991.BLEED.770,MHR.1991,YES,770,,,
MHR.1992.BLEED.770,MHR.1992,YES,770,,,
MHR.1993.BLEED.836,MHR.1993,YES,836,SPECIES 2,,
MHR.1994.BLEED.836,MHR.1994,YES,836,SPECIES 2,,
MHR.1995.BLEED.859,MHR.1995,YES,859,,,
MHR.1996.BLEED.859,MHR.1996,YES,859,,,
MHR.1997.BLEED.967,MHR.1997,YES,967,,,
MHR.1998.BLEED.967,MHR.1998,YES,967,,,
MHR.1999.BLEED.640,MHR.1999,YES,640,MICROPORELLA,,
MHR.2000.BLEED.640,MHR.2000,YES,640,MICROPORELLA,,
MHR.2001.BLEED.694,MHR.2001,YES,694,RHYNCHOZOON,,
MHR.2002.BLEED.694,MHR.2002,YES,694,RHYNCHOZOON,,
MHR.2003.BLEED.050,MHR.2003,NO,50,,,
MHR.2004.BLEED.050,MHR.2004,NO,50,,,
MHR.2005.BLEED.048,MHR.2005,YES,48,,,
MHR.2006.BLEED.048,MHR.2006,YES,48,,,
MHR.2007.BLEED.050,MHR.2007,YES,50,,,
MHR.2008.BLEED.050,MHR.2008,YES,50,,,
MHR.2009.BLEED.671,MHR.2009,YES,671,,,
MHR.2010.BLEED.671,MHR.2010,YES,671,,,
MHR.2011.BLEED.1110,MHR.2011,NO,1110,"VALDEMUNITELLA(? 10%). ANTARCTOTHOA (5%), CYCLOSTOME, THIRD CHEILO",,
MHR.2012.BLEED.1110,MHR.2012,NO,1110,"VALDEMUNITELLA(? 10%). ANTARCTOTHOA (5%), CYCLOSTOME, THIRD CHEILO",,
MHR.2013.BLEED.1108,MHR.2013,NO,1108,"FIGULARIA (5-10%), ANASC AN UNDER COSCINIOPSIS, MICROPORA",,
MHR.2014.BLEED.1108,MHR.2014,NO,1108,"FIGULARIA (5-10%), ANASC AN UNDER COSCINIOPSIS, MICROPORA",,
MHR.2015.BLEED.1108,MHR.2015,NO,1108,SPECIES UNDER COSCINIOPSIS,,
MHR.2016.BLEED.1108,MHR.2016,NO,1108,SPECIES UNDER COSCINIOPSIS,,
MHR.2017.BLEED.1114,MHR.2017,NO,1114,"GROWING ON TOP OF CELLEPORID, OTHER CHEILO PRESENT BUT NOT NEAR SCRAPING AREA. M. ORDO?",,
MHR.2018.BLEED.1114,MHR.2018,NO,1114,"GROWING ON TOP OF CELLEPORID, OTHER CHEILO PRESENT BUT NOT NEAR SCRAPING AREA. M. ORDO?",,
MHR.2019.BLEED.1114,MHR.2019,NO,1114,CELLEPORID,,
MHR.2020.BLEED.1114,MHR.2020,NO,1114,CELLEPORID,,
MHR.2021.BLEED.1113,MHR.2021,NO,1113,EXOCHELLA (CONJUNCTA) COVERING 40% OF OTHER SIDE OF SUBSTRATE,,
MHR.2022.BLEED.1113,MHR.2022,NO,1113,EXOCHELLA (CONJUNCTA) COVERING 40% OF OTHER SIDE OF SUBSTRATE,,
MHR.2023.BLEED.1106,MHR.2023,NO,1106,AIMULOSIA MARSUPIUM? NEARBY (5%),,
MHR.2024.BLEED.1106,MHR.2024,NO,1106,AIMULOSIA MARSUPIUM NEARBY (5%),,
MHR.2025.BLEED.1104,MHR.2025,NO,1104,CHAPERIOPSIS(?5%) NEXT TO MICROPORELLA,,
MHR.2026.BLEED.1104,MHR.2026,NO,1104,CHAPERIOPSIS(?5%) NEXT TO MICROPORELLA,,
MHR.2027.BLEED.1112,MHR.2027,NO,1112,"OTHER CHEILO (10%), MICROPORA (< 3%), CREPIDICANTHA? (< 3%))",,
MHR.2028.BLEED.1112,MHR.2028,NO,1112,"OTHER CHEILO (10%), MICROPORA (< 3%), CREPIDICANTHA? (< 3%))",,
MHR.2029.BLEED.1118,MHR.2029,NO,1118,"SMALL CELLEPORIDS, CREPIDICANTHA (< 3%), FENESTRULINA? < 3%",,
MHR.2030.BLEED.1118,MHR.2030,NO,1118,"SMALL CELLEPORIDS, CREPIDICANTHA (< 3%), FENESTRULINA? < 3%",,
MHR.2031.BLEED.1121,MHR.2031,NO,1121,GROWING ON TOP OF ANOTHER BRYOZOAN,,
MHR.2032.BLEED.1121,MHR.2032,NO,1121,GROWING ON TOP OF ANOTHER BRYOZOAN,,
MHR.2033.BLEED.1120,MHR.2033,NO,1120,"EURYSTOMELLA (< 3%), OPAEOPHORA? (< 5%), POSSIBLY F. RETICULATA",,
MHR.2034.BLEED.1120,MHR.2034,NO,1120,"EURYSTOMELLA (< 3%), OPAEOPHORA? (< 5%), POSSIBLY F. RETICULATA",,
MHR.2035.BLEED.1115,MHR.2035,NO,1115,"ON OTHER SIDE: MANY BRYOZOANS. ON SAME SIDE: MICROPORA < 3%, FENESTRULINA < 3% AND MICROPORELLA 10%",,
MHR.2036.BLEED.1115,MHR.2036,NO,1115,"ON OTHER SIDE: MANY BRYOZOANS. ON SAME SIDE: MICROPORA < 3%, FENESTRULINA < 3% AND MICROPORELLA 10%",,
MHR.2037.BLEED.1119,MHR.2037,NO,1119,"SMALL CHEILOS, MICROPORA, ANASCASN, CALLOPORINA, SMITTINA, C. VALLATA (ALL < 5 %)",,
MHR.2038.BLEED.1119,MHR.2038,NO,1119,"SMALL CHEILOS, MICROPORA, ANASCASN, CALLOPORINA, SMITTINA, C. VALLATA (ALL < 5 %)",,
MHR.2039.BLEED.1112,MHR.2039,YES,1112,,,
MHR.2040.BLEED.1112,MHR.2040,YES,1112,,,
MHR.2041.BLEED.1121,MHR.2041,YES,1121,,,
MHR.2042.BLEED.1121,MHR.2042,YES,1121,,,
MHR.2043.BLEED.1113,MHR.2043,YES,1113,,,
MHR.2044.BLEED.1113,MHR.2044,YES,1113,,,
MHR.2045.BLEED.1110,MHR.2045,YES,1110,ID=?,,
MHR.2046.BLEED.1110,MHR.2046,YES,1110,ID=?,,
MHR.2047.BLEED.1118,MHR.2047,YES,1118,,,
MHR.2048.BLEED.1118,MHR.2048,YES,1118,,,
MHR.2049.BLEED.1104,MHR.2049,YES,1104,,,
MHR.2050.BLEED.1104,MHR.2050,YES,1104,,,
MHR.2051.BLEED.1114,MHR.2051,YES,1114,SAME AS 1104?,,
MHR.2052.BLEED.1114,MHR.2052,YES,1114,SAME AS 1104?,,
MHR.2053.BLEED.1119,MHR.2053,YES,1119,,,
MHR.2054.BLEED.1119,MHR.2054,YES,1119,,,
MHR.2055.BLEED.1108,MHR.2055,YES,1108,,,
MHR.2056.BLEED.1108,MHR.2056,YES,1108,,,
MHR.2057.BLEED.1109,MHR.2057,NO,1109,"Parasmittina? < 5% nearby, cyclostomes and fenestrulina < 3%",,
MHR.2058.BLEED.1109,MHR.2058,NO,1109,"Parasmittina? < 5% nearby, cyclostomes and fenestrulina < 3%",,
MHR.2059.BLEED.1105,MHR.2059,NO,1105,"CREPIDACANTHA 30%, CELLEPORID 5%, MICROPORA 5%, CHEILO 5%. WONT BLEACH BECAUSE FRAGILE PARTS OF PHONICOSIA",,
MHR.2060.BLEED.1105,MHR.2060,NO,1105,"CREPIDACANTHA 30%, CELLEPORID 5%, MICROPORA 5%, CHEILO 5%. WONT BLEACH BECAUSE FRAGILE PARTS OF PHONICOSIA",,
MHR.2061.BLEED.1109,MHR.2061,YES,1109,,,
MHR.2062.BLEED.1109,MHR.2062,YES,1109,,,
MHR.2063.BLEED.1120,MHR.2063,YES,1120,,,
MHR.2064.BLEED.1120,MHR.2064,YES,1120,,,
MHR.2065.BLEED.1115,MHR.2065,YES,1115,,,
MHR.2066.BLEED.1115,MHR.2066,YES,1115,,,
MHR.2067.BLEED.1106,MHR.2067,YES,1106,,,
MHR.2068.BLEED.1106,MHR.2068,YES,1106,,,
MHR.2069.BLEED.1129,MHR.2069,NO,1129,,,
MHR.2070.BLEED.1129,MHR.2070,NO,1129,,,
MHR.2071.BLEED.1130,MHR.2071,NO,1130,"MICROPORELLA NEARBY (5%), TWO OTHER CHEILOS < 5%",,
MHR.2072.BLEED.1130,MHR.2072,NO,1130,"MICROPORELLA NEARBY (5%), TWO OTHER CHEILOS < 5%",,
MHR.2073.BLEED.1132,MHR.2073,NO,1132,POSSIBLY GROWING ON TOP OF OTHER CHEILO,,
MHR.2074.BLEED.1132,MHR.2074,NO,1132,POSSIBLY GROWING ON TOP OF OTHER CHEILO,,
MHR.2075.BLEED.1128,MHR.2075,NO,1128,,,
MHR.2076.BLEED.1128,MHR.2076,NO,1128,,,
MHR.2077.BLEED.1134,MHR.2077,NO,1134,SMALL CHEILO NEARBY,,
MHR.2078.BLEED.1134,MHR.2078,NO,1134,SMALL CHEILO NEARBY,,
MHR.2079.BLEED.1126,MHR.2079,NO,1126,"CHIASTOSELLA? 5%, CALLOPORINA (< 3%) OPAEOPHORA (5%) NEARBY",,
MHR.2080.BLEED.1126,MHR.2080,NO,1126,"CHIASTOSELLA? 5%, CALLOPORINA (< 3%) OPAEOPHORA (5%) NEARBY",,
MHR.2081.BLEED.1135,MHR.2081,NO,1135,CYCLOSTOME PÅ BAKSIDEN AV SUBSTRAT,,
MHR.2082.BLEED.1135,MHR.2082,NO,1135,CYCLOSTOME PÅ BAKSIDEN AV SUBSTRAT,,
MHR.2083.BLEED.1132,MHR.2083,YES,1132,,,
MHR.2084.BLEED.1132,MHR.2084,YES,1132,,,
MHR.2085.BLEED.1134,MHR.2085,YES,1134,,,
MHR.2086.BLEED.1134,MHR.2086,YES,1134,,,
MHR.2087.BLEED.1129,MHR.2087,YES,1129,,,
MHR.2088.BLEED.1129,MHR.2088,YES,1129,,,
MHR.2089.BLEED.1135,MHR.2089,YES,1135,,,
MHR.2090.BLEED.1135,MHR.2090,YES,1135,,,
MHR.2091.BLEED.1128,MHR.2091,YES,1128,,,
MHR.2092.BLEED.1128,MHR.2092,YES,1128,,,
MHR.2093.BLEED.1130,MHR.2093,YES,1130,,,
MHR.2094.BLEED.1130,MHR.2094,YES,1130,,,
MHR.2095.BLEED.1126,MHR.2095,YES,1126,,,
MHR.2096.BLEED.1126,MHR.2096,YES,1126,,,
MHR.2097.BLEED.1151,MHR.2097,NO,1151,CYCLOSTOME FOULING,,
MHR.2098.BLEED.1151,MHR.2098,NO,1151,CYCLOSTOME FOULING,,
MHR.2099.BLEED.1141,MHR.2099,NO,1141,,,
MHR.2100.BLEED.1141,MHR.2100,NO,1141,,,
MHR.2101.BLEED.1143,MHR.2101,NO,1143,,,
MHR.2102.BLEED.1143,MHR.2102,NO,1143,,,
MHR.2103.BLEED.1139,MHR.2103,NO,1139,GROWING ON TOP OF ANOTHER CHEILO,,
MHR.2104.BLEED.1139,MHR.2104,NO,1139,GROWING ON TOP OF ANOTHER CHEILO,,
MHR.2105.BLEED.1155,MHR.2105,NO,1155,SMALL CHEILO NEXT TO IT < 3% + PARKERMAVELLA? <5%,,
MHR.2106.BLEED.1155,MHR.2106,NO,1155,SMALL CHEILO NEXT TO IT < 3% + PARKERMAVELLA? <5%,,
MHR.2107.BLEED.1152,MHR.2107,NO,1152,,,
MHR.2108.BLEED.1152,MHR.2108,NO,1152,,,
MHR.2109.BLEED.1137,MHR.2109,NO,1137,CALLOPORINA NEARBY 5%,,
MHR.2110.BLEED.1137,MHR.2110,NO,1137,CALLOPORINA NEARBY 5%,,
MHR.2111.BLEED.1150,MHR.2111,NO,1150,"CREPIDACANTHA (< 5%), CALLOPORINA < 5% + BRYOZOANS ON OTHER SIDE OF SUBSTRATE. NO BLEACHING NEEDED",,
MHR.2112.BLEED.1150,MHR.2112,NO,1150,"CREPIDACANTHA (< 5%), CALLOPORINA < 5% + BRYOZOANS ON OTHER SIDE OF SUBSTRATE. NO BLEACHING NEEDED",,
MHR.2113.BLEED.1140,MHR.2113,NO,1140,ANASCAN NEARBY (<3%) + MICROPORELLA ON OTHER SIDE OF SUBSTRATE,,
MHR.2114.BLEED.1140,MHR.2114,NO,1140,ANASCAN NEARBY (<3%) + MICROPORELLA ON OTHER SIDE OF SUBSTRATE,,
MHR.2115.BLEED.1152,MHR.2115,YES,1152,,,
MHR.2116.BLEED.1152,MHR.2116,YES,1152,,,
MHR.2117.BLEED.1151,MHR.2117,YES,1151,,,
MHR.2118.BLEED.1151,MHR.2118,YES,1151,,,
MHR.2119.BLEED.1137,MHR.2119,YES,1137,P. Punctigera,,
MHR.2120.BLEED.1137,MHR.2120,YES,1137,P. Punctigera,,
MHR.2121.BLEED.1141,MHR.2121,YES,1141,,,
